Town,Per capita income,Location,Lat,Lon,County
"Lakehurst, New Jersey","$18,390 ","Lakehurst, Ocean County, New Jersey, USA",40.014561,-74.3112574,Ocean County
"Buena Vista Township, New Jersey","$18,382 ","Buena Vista Township, Atlantic County, New Jersey, USA",39.5061276,-74.9089602,Atlantic County
"Brooklawn, New Jersey","$18,295 ","Brooklawn, Camden County, New Jersey, USA",39.8781689,-75.120731,Camden County
"Pomona, New Jersey","$18,182 ","Pomona, Chris Gaupp Drive, Monticello Estates, Galloway Township, Atlantic County, New Jersey, 08205, USA",39.4641937,-74.5452665,Atlantic County
"Glassboro, New Jersey","$18,113 ","Glassboro, Gloucester County, New Jersey, USA",39.7027677,-75.1119434,Gloucester County
"Dover, New Jersey","$18,056 ","Dover, Morris County, New Jersey, 07801, USA",40.883988,-74.5621025,Morris County
"National Park, New Jersey","$18,048 ","National Park, Gloucester County, New Jersey, 08063, USA",39.865968,-75.1796351,Gloucester County
"Collings Lakes, New Jersey","$17,903 ","Collings Lakes, Atlantic County, New Jersey, 08044, USA",39.5956717,-74.8815556,Atlantic County
"West Wildwood, New Jersey","$17,839 ","West Wildwood, Cape May County, New Jersey, USA",39.0023352,-74.8243343,Cape May County
"Beverly, New Jersey","$17,760 ","Beverly, Burlington County, New Jersey, USA",40.0653889,-74.9190558,Burlington County
"Browns Mills, New Jersey","$17,678 ","Browns Mills, Burlington County, New Jersey, 08015, USA",39.9726147,-74.5829331,Burlington County
"Pleasantville, New Jersey","$17,668 ","Pleasantville, Atlantic County, New Jersey, 08232, USA",39.3898388,-74.5240422,Atlantic County
"Walpack Township, New Jersey","$17,624 ","Walpack-Flatbrook Road, Flatbrookville, Sussex County, New Jersey, USA",41.1050592,-74.9559875,Sussex County
"North Hanover Township, New Jersey","$17,580 ","North Hanover Township, Burlington County, New Jersey, 08562, USA",40.08801,-74.58573131,Burlington County
"Keansburg, New Jersey","$17,417 ","Keansburg, Monmouth County, New Jersey, 07734, USA",40.4417743,-74.1298643,Monmouth County
"Downe Township, New Jersey","$17,366 ","Downe Circle, Medford Township, Burlington County, New Jersey, 08055, USA",39.834031,-74.814714,Burlington County
"Chesterfield Township, New Jersey","$17,193 ","Chesterfield Township, Burlington County, New Jersey, 08515, USA",40.112115,-74.65157121,Burlington County
"Maurice River Township, New Jersey","$17,141 ","Maurice River, Cumberland County, New Jersey, 08349, USA",39.231781,-75.0287888,Cumberland County
"Gloucester, New Jersey","$16,912 ","Gloucester County, New Jersey, USA",39.7267303,-75.1535378,Gloucester County
"Shiloh, Cumberland County, New Jersey","$16,880 ","Shiloh, Cumberland County, New Jersey, 08353, USA",39.4590032,-75.2990798,Cumberland County
"Irvington, New Jersey","$16,874 ","Irvington, Essex County, New Jersey, 07111, USA",40.7323235,-74.2348684,Essex County
"Orange, New Jersey","$16,861 ","Orange, Essex County, New Jersey, USA",40.770937,-74.2309654,Essex County
"Whitesboro-Burleigh, New Jersey","$16,812 ","Whitesboro-Burleigh, Randolph Street, Middle Township, Cape May County, New Jersey, 08210, USA",39.0422145,-74.86539268,Cape May County
"West New York, New Jersey","$16,719 ","West New York, Hudson County, New Jersey, USA",40.785529,-74.00830025,Hudson County
"Buena, New Jersey","$16,717 ","Buena, Atlantic County, New Jersey, USA",39.5321975,-74.94273723,Atlantic County
"Lakewood Township, New Jersey","$16,700 ","Lakewood, Madison Avenue, Lakewood, Ocean County, New Jersey, 08701, USA",40.092024,-74.21219646,Ocean County
"Villas, New Jersey","$16,696 ","Villas, Cape May County, New Jersey, 08251, USA",39.0287239,-74.9385068,Cape May County
"East Orange, New Jersey","$16,488 ","East Orange, Essex County, New Jersey, USA",40.767323,-74.2048677,Essex County
"East Newark, New Jersey","$16,415 ","East Newark, Hudson County, New Jersey, USA",40.7501076,-74.1611525,Hudson County
"Prospect Park, New Jersey","$16,410 ","Prospect Park, Passaic County, New Jersey, USA",40.9370428,-74.1743111,Passaic County
"Paulsboro, New Jersey","$16,368 ","Paulsboro, Gloucester County, New Jersey, USA",39.830391,-75.2404608,Gloucester County
"South Toms River, New Jersey","$16,292 ","South Toms River, Ocean County, New Jersey, USA",39.9420625,-74.2043082,Ocean County
"Port Norris, New Jersey","$16,195 ","Port Norris, Cumberland County, New Jersey, 08349, USA",39.2459477,-75.035178,Cumberland County
"Cedarville, New Jersey","$15,446 ","Cedarville, Salem County, New Jersey, 08098, USA",39.6245582,-75.3413021,Salem County
"Atlantic City, New Jersey","$15,402 ","Atlantic City, Atlantic County, New Jersey, USA",39.3642852,-74.4229351,Atlantic County
"Chesilhurst, New Jersey","$15,252 ","Chesilhurst, Camden County, New Jersey, USA",39.7323384,-74.8809966,Camden County
"Egg Harbor City, New Jersey","$15,151 ","Egg Harbor City, Atlantic County, New Jersey, USA",39.5287282,-74.6479364,Atlantic County
"Elizabeth, New Jersey","$15,114 ","Elizabeth, Union County, New Jersey, USA",40.6639916,-74.2107006,Union County
"Perth Amboy, New Jersey","$14,989 ","Perth Amboy, Middlesex County, New Jersey, 08861, USA",40.5067723,-74.2654234,Middlesex County
"Rosenhayn, New Jersey","$14,801 ","Rosenhayn, Cumberland County, New Jersey, 08352, USA",39.4781708,-75.1312929,Cumberland County
"Woodlynne, New Jersey","$14,757 ","Woodlynne, Camden County, New Jersey, USA",39.917188,-75.09609484,Camden County
"Commercial Township, New Jersey","$14,663 ","Bishop's Gate Commercial Centre, Mount Laurel Township, Burlington County, New Jersey, USA",39.9626566,-74.90322405,Burlington County
"Trenton, New Jersey","$14,621 ","Trenton, Mercer County, New Jersey, USA",40.2170575,-74.7429463,Mercer County
"Tavistock, New Jersey","$14,600 ","Tavistock, Camden County, New Jersey, USA",39.8762246,-75.0296144,Camden County
"Wrightstown, New Jersey","$14,489 ","Wrightstown, Burlington County, New Jersey, USA",40.0362241,-74.6179344,Burlington County
"New Brunswick, New Jersey","$14,308 ","New Brunswick, Middlesex County, New Jersey, USA",40.4862174,-74.4518173,Middlesex County
"Union City, New Jersey","$13,997 ","Union City, Hudson County, New Jersey, 07087, USA",40.7795455,-74.0237512,Hudson County
"Washington Township, Burlington County, New Jersey","$13,977 ","Washington Township, Burlington County, New Jersey, USA",39.6625625,-74.59161235,Burlington County
"Wildwood, New Jersey","$13,682 ","Wildwood, Cape May County, New Jersey, 08260, USA",38.9917797,-74.8148894,Cape May County
"Elwood-Magnolia, New Jersey","$13,678 ","Elwood-Magnolia, White Horse Pike, Mullica Township, Atlantic County, New Jersey, 08217, USA",39.573068,-74.70564735,Atlantic County
"Salem, New Jersey","$13,599 ","Salem County, New Jersey, USA",39.5980987,-75.3488201,Salem County
"Asbury Park, New Jersey","$13,516 ","Asbury Park, Monmouth County, New Jersey, USA",40.2203907,-74.0120817,Monmouth County
"Woodbine, New Jersey","$13,335 ","Woodbine, Cape May County, New Jersey, 08270, USA",39.2417813,-74.8151667,Cape May County
"Penns Grove, New Jersey","$13,330 ","Penns Grove, Salem County, New Jersey, USA",39.7295581,-75.4679734,Salem County
"Paterson, New Jersey","$13,257 ","Paterson, Passaic County, New Jersey, USA",40.9167654,-74.171811,Passaic County
"Newark, New Jersey","$13,009 ","Newark, Essex County, New Jersey, USA",40.735657,-74.1723667,Essex County
"Laurel Lake, New Jersey","$12,965 ","Laurel Lake, Cumberland County, New Jersey, 08332, USA",39.3395593,-75.0298992,Cumberland County
"Passaic, New Jersey","$12,874 ","Passaic County, New Jersey, USA",41.0461864,-74.3177933,Passaic County
"Seabrook Farms, New Jersey","$12,499 ","Seabrook Farms, 2nd Avenue, Seabrook, Cumberland County, New Jersey, 08302, USA",39.5012485,-75.21844613,Cumberland County
"McGuire Air Force Base, New Jersey","$12,364 ","McGuire Air Force Base, Pioneer Lake Road, New Hanover Township, Burlington County, New Jersey, 08641, USA",40.0172727,-74.59013963,Burlington County
"New Hanover Township, New Jersey","$12,140 ","New Hanover Township, Burlington County, New Jersey, USA",40.0230115,-74.57868627,Burlington County
"Bridgeton, New Jersey","$10,917 ","Bridgeton, Cumberland County, New Jersey, 08302, USA",39.427337,-75.2340768,Cumberland County
"Fort Dix, New Jersey","$10,543 ","Fort Dix, Burlington County, New Jersey, 08640, USA",40.0301105,-74.6201691,Burlington County
"Camden, New Jersey","$9,815 ","Camden, Camden County, New Jersey, USA",39.9448402,-75.1198911,Camden County
